Time,Brightness_1,Brightness_2,Brightness_3,Brightness_4
3.4,0.07630493803117133,0.10426863525020735,0.10013600523697619,0.07860899998169657
3.42,0.04067658842922128,0.1738475565120723,-0.011724891121843939,0.03744554351274587
3.44,-0.11900306439514452,-0.16620415934877997,-0.085725885924262,0.062048705736600596
3.46,0.09287901467189386,0.0018679256198197436,0.16593661409723381,0.07371072399871537
3.48,0.09784058790879158,0.19766358565598807,0.0347996339887402,0.03235674569853586
3.5,0.07016201648022502,0.16730644279883222,0.017835348274473972,0.04574960284139706
3.52,0.1264120164802307,0.14855644279882085,0.14729963398875157,0.06182103141281914
3.54,0.5428936767118842,1.0130110760034654,0.42304770348681586,-0.03190483731304994
3.56,0.06239909716924785,0.11196548955442154,0.06799724440190857,-0.018249555298723408
3.58,0.5046620164802391,0.8426635856559699,0.44897820541731903,0.08110674569854837
3.6,0.07912299651653143,0.20596667095543353,0.03160252483655768,0.09103415041724361
3.62,0.12501125140371983,0.1968310023976585,0.1182725348502629,-0.030351400116046534
3.64,0.0544546351094084,-0.025666818561944638,0.09325588555790887,-0.020070758695112545
3.66,0.06674273396902208,0.11459183677706619,0.03865533546215261,-0.06055244712655394
3.68,0.14720747102566634,0.2772090402014271,0.09679638723548578,0.018379472971275845
3.7,0.4910778580643864,0.77018833813122,0.4729980073975071,0.05407704272823821
3.72,0.5029214975181446,0.7971146834603644,0.4673933750779895,0.07106682553887822
3.74,0.10573203443354373,0.1923224725500461,0.08072326825393361,-0.004548550531268347
3.76,0.4350103530751426,0.6704130964191961,0.3804576574721068,0.08731026820345278
3.78,0.4848098686280764,0.8583279213203241,0.36179139223051493,0.12153631612812887
3.8,0.07640639091766843,0.21033235253267435,0.01836254385116831,0.022753910415019618
3.82,0.12729529018326957,0.25611617957369504,0.0953717653457602,0.09940728237117469
3.84,-0.137546884518855,-0.3165734715647375,-0.0666203413583446,-0.1564318555730324
3.86,-0.7747789998537087,-1.206918991476499,-0.6653121757078964,0.1200722629399138
3.88,-0.46656727061034076,-0.8665464336118589,-0.34139944390830124,0.03569248750972065
3.9,-0.4823032957100679,-0.7211421626096239,-0.4394915666342172,0.06944173083235228
3.92,-0.8102727661284632,-1.2780610520251798,-0.6882464322638384,-0.03403818183767271
3.94,-0.7592662346408474,-1.400206369500978,-0.581972467228411,0.006712126864471202
3.96,-0.7949936611754538,-1.2511459381535417,-0.7206261901870903,0.08224227683408003
3.98,-0.8516553266932192,-1.3887755287351808,-0.7124756691214316,-0.06420690743797763
4.0,-0.36635373155127127,-0.7184781466274899,-0.27187218828348136,0.13083115514737642
4.02,-0.8409279566621137,-1.344838652481883,-0.745344086435864,0.005896360738830708
4.04,-0.8334626447663993,-1.3066047070269633,-0.7410109544742909,0.07504531841760809
4.06,-0.7471413794089585,-1.3861835993306215,-0.5667554853780246,0.09087439538575381
4.08,-0.35965306517204,-0.5791615824516043,-0.2918805842080303,0.06695688979075953
4.1,-0.3227459531592558,-0.546596376393353,-0.23109390084454162,-0.023845815971270667
4.12,-0.4206449924042772,-0.9018181517576522,-0.2346960295283793,0.09997150384268139
4.14,-0.7486329475485434,-1.323559435926768,-0.6244822262373475,0.09697005505105949
4.16,-0.7991153623348453,-1.2107295920819183,-0.747822512715544,0.11753403474702395
4.18,-0.38042209566930296,-0.7334111806991643,-0.27922740205931973,0.1118544092499576
4.2,-0.4358825844587386,-0.6623129401656058,-0.38276827345592324,0.09382975039338248
4.22,-0.8592589889057649,-1.5536380301429347,-0.6679302326437266,-0.07007817351151857
4.24,-0.367337983519775,-0.7042937978920918,-0.28389196306633835,0.2319788963427527
4.26,-0.8432251536744673,-1.4809760867734951,-0.674885306866571,-0.10130453728598354
4.28,-0.006327153194860102,0.1896310946812605,-0.087657173644061,-0.13481383191879104
4.3,0.027040982935346847,-0.13463469176923581,0.08975608393046741,0.16398072575293554
4.32,-0.10423026188010454,-0.26761286810952356,-0.022352585812427606,-0.04279220568372466
4.34,0.005850422277319467,0.09875054217772572,-0.03154353371311913,-0.015016442707263877
4.36,-0.05512922303515211,-0.10082196886406791,-0.02446261471314415,0.0459809302278984
4.38,-0.0691253776872145,-0.14996106156885958,-0.04985716617252933,-0.12904377170502812
4.4,-0.08433703385216518,-0.27980555014650577,-0.00450897406986428,-0.08232155439642952
4.42,0.06251813158814912,0.12608085184302809,0.07335950038134342,0.08348084641798437
4.44,-0.056868669440348185,-0.020657713983013082,-0.029895440792074623,-0.13752141314623145
4.46,-0.038521362020219385,0.015888517905295885,-0.028273827103021176,-0.07942622629784069
4.48,0.06665839984370336,-0.0397233944525226,0.1324827262129702,-0.0040469613539073634
4.5,0.028157511975706484,0.12626718925957903,0.00831153875066093,-0.04168604709425949
4.52,0.0524481127368972,0.2535013753172848,-0.040708069092488586,-0.04158487640484054
4.54,0.204576910097245,0.3388337984219447,0.15880799265136147,0.05408546910280165
4.56,0.008890792172820738,0.012386552590726296,0.025737812209086997,-0.07087716851057735
4.58,0.15573893955715334,0.352578115570509,0.09890982934894055,-0.05145735686556918
4.6,0.607093834662038,1.0141408583832572,0.5234630539021623,0.08993250327429791
4.62,0.5817004780186892,0.9101635856559653,0.5038243592634615,0.09341443800624916
4.64,0.04208230633528842,0.1023737305835084,0.019181103968037405,-0.07932803691014101
4.66,0.03669356775102983,0.028360342886486478,0.0768186962148718,0.011229445085064071
4.68,0.0308682945071439,0.2347712089743652,-0.03847470938089259,-0.04082150542254226
4.7,0.008103712593310775,0.03149750791746442,0.02126795806748305,0.0007533888080786255
4.72,0.0719888543898719,0.1161091126710403,0.06691797512502262,0.004605417089152297
4.74,0.016606170057883674,-0.02445683319220393,0.04757855445745918,-0.060586098978603786
4.76,0.11716157361041724,0.2144262074451717,0.09614738167948644,0.06749292816090247
4.78,0.07493555111611272,0.1256831238442544,0.03465848960914286,0.08130212758132416
4.8,0.021202750589452535,0.03564478529787607,0.013832278828232347,0.045287587238391325
4.82,0.5325666875955619,0.8620344150172627,0.47240432553172695,0.08494849975002694
4.84,0.05042806749165152,0.07323526551525106,0.058883218609935284,0.054185021863901284
4.86,0.04302735207920705,0.05792271904596191,0.08236987916413341,0.019246082996772884
4.88,0.03088423870244128,0.03466358565597716,0.021200427639541886,0.020440079031885716
4.9,0.4565367718618347,0.6919395152058883,0.39709170835274676,0.08535332104102622
4.92,0.07164506732769382,0.1743585009102162,0.03853752745121142,-0.014147491589596939
4.94,0.07757727071751219,0.2040195178593649,0.013113798637647278,-0.08957122040314403
4.96,0.1330832464718128,0.20252879205867202,0.09747188696744047,-0.02176604284400696
4.98,0.09949875117411011,0.24970440198251254,0.04402582446493852,-0.04583202981166323
5.0,0.5596552921766715,1.0615684847914224,0.4256986665124316,0.07079934896464124
5.02,0.09103039326743101,0.23670900197220135,0.03368299936181529,-0.05949039475561335
5.04,0.015093249843147305,0.017783372701217104,0.007276342063278207,-0.04427923478058915
5.06,0.4584195922377887,0.9705802523226339,0.281038811477913,-0.015181133089328114
5.08,0.013740707903735938,0.011611419431403647,0.025552918061009677,0.007340167449200408
5.1,-0.30635056822453066,-0.6535222807525543,-0.24322121375016081,0.1019295917779175
5.12,-0.3703053425702194,-0.7216489761640048,-0.30375572138783014,0.18315422344335275
5.14,-0.3840046501864549,-0.591061904540112,-0.3367865004650241,-0.0028148229289115534
5.16,-0.32650227601740767,-0.6444779148188502,-0.25996956286377326,-0.020593159334680422
5.18,-0.8066648214294219,-1.2922168394990194,-0.7187330434755097,0.1082369494186537
5.2,-0.6200165549483359,-0.9121578429154624,-0.5884146517255431,0.14217817426998636
5.22,-0.7635152207048179,-1.128074902615083,-0.7120765295957199,0.04459067271852746
5.24,-0.7499863853462614,-1.2198021677686768,-0.6588117489205843,0.16023916578987496
5.26,-0.36436179304357097,-0.6568999064075172,-0.32204560410647787,0.15130515839695136
5.28,-0.33798192291371265,-0.635480353737961,-0.23884755215843256,0.05773553357732908
5.3,-0.340922889180149,-0.743374150193091,-0.19483311533738856,0.094502972113645
5.32,-0.36826390944568743,-0.7032623402699585,-0.2629847575456381,0.22425489384670527
5.34,-0.7896201039150981,-1.4324127845147245,-0.6588043642143191,0.13960629646226153
5.36,-0.8220481284473067,-1.4510682984019923,-0.6366159974812433,0.05291833990145278
5.38,-0.29915616533796197,-0.5379424749500856,-0.2369536127644949,0.18462947297126675
5.4,-0.36638741317756285,-0.563838315484702,-0.3687480303241273,0.2022474301091961
5.42,-0.36828945830569637,-0.7437493544011033,-0.26936051960646523,0.10296212153107831
5.44,-0.395658296019775,-0.7029223518440233,-0.3133030445826819,0.23079424569854723
5.46,-0.3853200015017819,-0.605208542216161,-0.38346335302423995,0.20145639604820076
5.48,-0.7725963697391762,-1.2905730417238885,-0.6418848952173164,0.12408951995058715
5.5,-0.35144920496964005,-0.6113979833609164,-0.2996990537683928,0.2502130019051094
5.52,-0.7492568027079756,-1.4302884438643275,-0.5870144145088716,0.17103294496052968
5.54,0.06608471531848181,0.4029138090697302,-0.11099141031101567,-0.0673025483139611
5.56,0.16039165252874454,0.33635509345492665,0.051927945451978985,0.19928698833285807
5.58,0.15300833682655934,0.3373822003745772,0.08147171191083658,-0.07573308114126576
5.6,0.2055969901181811,0.4435774696630119,0.13719261666511784,-0.03237304340512992
5.62,0.1629239857665823,0.17397343208776306,0.11264758211109438,0.2593271612360297
5.64,0.10076623930143569,0.09768604747088716,0.09411567172460877,-0.0993874142295681
5.66,0.11050736834815211,0.3063299627193885,0.05942651123834253,-0.06314173388443578
5.68,0.2137778963085566,0.3243803238534042,0.16553614533148675,0.14166468561271017
5.7,0.12877264742232342,0.1976851932618615,0.1291700809575218,0.03338850887919875
5.72,0.047977331795550526,0.07581673880912376,0.05786108830019998,-0.0606049660131589
5.74,0.13177233676492506,0.13387355006878465,0.1207077427838783,0.17744126527151138
5.76,0.4326620164802364,0.8540068692380771,0.3003513397456743,-0.03396788116711491
5.78,0.5290151834667824,0.9660417046578971,0.44561160273016753,-0.052540087314895345
5.8,0.515766142216961,0.9087146662060661,0.42841631936624935,0.11790438813468995
5.82,0.4496620164802323,0.8066635856559685,0.38597820541733086,-0.04989325430145186
5.84,0.04042900677148964,0.1713837974829744,-0.0262574521290162,-0.019943563215832683
5.86,0.11667622607168937,0.14877370998991069,0.13856612726456774,-0.025269808475513855
5.88,0.019387680197041846,0.012044116629425616,0.024535727541206143,-0.08429148438995071
5.9,0.49094544961394604,0.9488112902467947,0.3166947722835971,0.09402091735523754
5.92,0.11276811727597646,0.10179709582396868,0.13076954051899747,0.08337907107431874
5.94,0.08647367567306219,0.06347076054387912,0.14179434891508436,-0.070417917978574
5.96,0.05792892039482922,-0.0031371260878074736,0.1055831876237221,-0.05031674184593271
5.98,0.02545480927301469,-0.04850758551518197,0.10200523244435544,-0.06330766871587912
6.0,-0.021691545525044376,-0.08859411003444961,0.015787352295063783,-0.16217381718624324
6.02,0.08427491970601864,0.3475483782827098,-0.03147340748591887,-0.014791871812974478
6.04,0.13309046549480286,0.20389751881793927,0.14841436651414597,-0.05472016089956355
6.06,-0.1494976079329149,-0.19846317490740262,-0.13957578519301705,-0.06203879420755243
6.08,-0.009806223084211751,0.04262728801532489,0.006194176379210603,-0.029655504755169204
6.1,-0.0025110424533636433,-0.11438038066768286,0.05711103984202737,-0.04290635065319748
6.12,0.042221529132518754,-0.1043279794799048,0.09906442847261587,-0.04308257014025685
6.14,0.01889528607870261,-0.06051041051992456,0.08128795685135515,0.0033055984710017583
6.16,0.05120134232291207,0.031090551948125267,0.06730030279558719,0.04455243858242852
6.18,0.1340445049594905,0.21482948427347992,0.1159920303021238,-0.012026894854443526
6.2,0.5981130721424108,1.0456962152145195,0.4523294530180806,0.024235344546923443
6.22,0.09685299791257762,0.16192088008568817,0.0874450489186529,0.043591272665821634
6.24,0.14865164482941395,0.3014017014727415,0.09978373696441167,0.021288249587911423
6.26,0.04587116127277113,0.13231642223513518,0.031032396780574345,-0.06786023143948228
6.28,0.5649291848715734,1.0400671604443232,0.4261541226327381,0.15788002885940955
6.3,0.03445573845331751,0.1361165004541931,-0.024124933596141318,-0.07490222291130522
6.32,0.4348380797838729,0.7224657617192918,0.32928087604045686,0.022916834719325152
6.34,0.5830829706430052,1.0876776174613951,0.4397116011142259,0.17786072137676
6.36,0.05969872194128811,0.21648632513674215,0.02099432000997581,-0.057666754749078564
6.38,0.03944167749716598,0.12034422793965405,0.025112014516338377,-0.008215288199750148
6.4,0.6526620164802353,1.1579016808940708,0.5149782054173215,0.1520591266509257
6.42,-0.00426377857277771,-0.042707439079009646,-0.006117200943094758,-0.06815120483148007
6.44,0.06568953941601308,0.23183789758257944,0.01626260908705035,-0.19843453870512917
6.46,0.6100844059440078,0.9488159845271014,0.5268126362733767,0.09955453497417466
6.48,-0.04898592359467102,-0.13183079636650064,-0.018842019301786195,-0.006009359170377593
6.5,0.05141201648021365,0.022663585655976703,0.1106924911316014,-0.03460754001574173
6.52,0.09713803779462182,0.0626280616772874,0.1261327347245924,0.06176393930422819
6.54,-0.06270222193037966,-0.13864199617941608,-0.037888398177756244,-0.14520356650581334
6.56,0.10004360718622252,0.18664928717518592,0.02663146725825527,-0.020832485758120356
6.58,0.5497449335631472,0.7314547944471883,0.540612571051696,0.1285293231211142
6.6,-0.06335281206472132,-0.1816922994227923,-0.031694639809757064,-0.033693995728697246
6.62,0.044636994138841146,-0.04570102560407463,0.09008097574798057,-0.08070737405122941
6.64,0.5479162537683635,0.8466915019072303,0.4780689332338568,0.16825530003552558
6.66,-0.038390615098734315,-0.11549430908087288,-0.03460826074808665,0.028550354721090798
6.68,0.589682073786804,0.8349845025614115,0.5723038978719615,0.0028736988981563627
6.7,-0.018087047190192607,-0.1814562645312776,0.010184197926690786,0.11477715768356234
6.72,0.5218665619347576,0.9630044947468832,0.42876608420519347,-0.017075072483265785
6.74,0.04593635276341956,0.09522995733738071,0.07320829391289863,0.05287665720297241
6.76,0.5336890939778982,0.9418979460668027,0.46255990476373654,0.11693307623076521
6.78,-0.006001036816968508,-0.07805908823743835,0.05122030117161103,-0.15530698510542607
6.8,-0.022445762338890063,-0.002172403097546294,-0.05370033253956308,0.0665706632243257
6.82,0.060732191918816625,0.18055832249808645,0.006557152785745757,0.07128218429502908
6.84,-0.01345058405595978,-0.13149191032258045,0.06505863437175208,-0.09053757959188147
6.86,0.4189073696400669,0.5960836600054051,0.3989559005846104,0.02973128101453426
6.88,0.4326620164802364,0.7391684400249119,0.3361432539610121,0.0938251923004998
6.9,0.10339992996622982,0.2351317790401879,0.06301891788550051,-0.06466933572639277
6.92,0.4739793817497002,0.9088911305661611,0.3496289040201077,0.13893109699594675
6.94,0.4673076857715728,0.7391990187268505,0.3924978904566956,0.09539808428121432
6.96,0.5890187527231205,0.975225255485185,0.47383968549323185,0.031182647026810173
6.98,0.4721070115248267,0.7446655678165257,0.3573369764777681,0.0803436138848781
7.0,0.09122057503878978,0.04428520727759633,0.08488811532723162,0.03759323218503141
7.02,0.03667597808581036,0.017427983561731253,0.07026616353249437,0.03452733906678418
7.04,0.019843754847215678,-0.04976837220178254,0.01782280594409258,0.04715591163358113
7.06,0.05515980213124294,-0.03712383684180054,0.07311815227294005,0.057749792642738385
7.08,0.09040849535347206,0.1687903462193674,0.05085848710746177,0.04406449217742647
7.1,0.07643364277780051,0.234601301918957,0.02878443379103146,-0.127093946342967
7.12,0.12866201648023434,0.21599691898930473,0.0576448720839835,0.09066230125409902
7.14,0.0645826657137718,0.13402517267130065,0.062264048519210746,-0.09091309199305897
7.16,0.12698516058503628,0.2641483018131794,0.08327514864876662,-0.06636050320975073
7.18,0.5349551371183168,0.8736107441804108,0.43021250252598975,0.10544373473143764
7.2,-0.3903485300202476,-0.8253709301637855,-0.25455199592497024,0.1608862279612424
7.22,-0.7861720642372632,-1.3051391049269796,-0.6770397318024095,-0.07490222291130522
7.24,-0.3345049628818799,-0.6236778777586665,-0.2781174793856849,0.11864895958223087
7.26,-0.7992586327533218,-1.2852714909896577,-0.7032905051327134,-0.10894735709675274
7.28,-0.9797781749073238,-1.6964751703248737,-0.7934428472142656,-0.11205114903830804
7.3,-0.409536217082092,-0.7727240492802423,-0.32453111744823104,0.18015483205772398
7.32,-0.49806969083684294,-0.8627022680025505,-0.41233886775341944,0.03208235545463367
7.34,-0.8034416475054798,-1.3254150559883442,-0.7061656730456036,0.06853301915700172
7.36,-0.440580171019775,-0.8445239143440233,-0.3328342945826819,0.14095049569854723
7.38,-0.4414486554565258,-0.804411513158243,-0.35268977877240104,0.06790516467088992
7.4,-0.7744096063665609,-1.3785150181518304,-0.6273790021982677,-0.020062791926108048
7.42,-0.773278577579191,-1.3621248931919183,-0.6405033427375031,0.12176381140511694
7.44,-0.3616236978054985,-0.5411459381535337,-0.3516884612493527,0.13110674569855973
7.46,-0.7914978381973299,-1.2657106196119514,-0.7042225211948505,0.15237831699735693
7.48,-0.8088035778003757,-1.3933328397238256,-0.684717951865963,0.14717466348227504
7.5,-0.8431009996777732,-1.4288624466599913,-0.7379481859650809,0.08611572235923859
7.52,-0.36356083526669636,-0.6038708808218303,-0.34815682763272093,0.1960548099100663
7.54,-0.43961521124253977,-0.8357522559281847,-0.33690298270150265,0.1649681318371563
7.56,-0.4754992421235045,-0.7634721075593518,-0.4415409686239684,-0.005432094026133427
7.58,-0.4759703792520611,-0.7993538731219019,-0.480695897395492,0.11851702697885003
7.6,-0.34015897695931585,-0.6001105474274482,-0.28144166337369825,0.22402145985037691
7.62,-0.08265329883508343,0.02626718925958471,-0.14664341620431287,-0.10294730835551036
7.64,-0.03579676488178052,-0.034684084594914566,-0.011401722898085609,-0.2428000643373025
7.66,0.007095380034172649,-0.007708127852623647,0.0009074891888474212,0.17304690888983032
7.68,-0.08108205934917123,-0.13231271766156283,-0.06957155761585909,-0.15789799363795964
7.7,-0.02111496193703033,0.006476535296258135,-0.039050571561091374,-0.06040404566834923
7.72,-0.03989612305466039,-0.13687129806496046,-0.013859003885016818,-0.07121883569681131
7.74,0.008784099065508144,0.17436915118560137,-0.07367529548034213,-0.02609253616859064
7.76,-0.012324433384264921,0.08725256487909405,-0.04995404390518843,-0.09929975836649874
7.78,0.15979379942595529,0.28752146679292423,0.1474157592502081,-0.002726156971561977
7.8,0.10384225435763028,0.2664879223439982,0.031336851345940886,-0.0005858435054904021
7.82,0.000509427924356487,0.06671444850792341,-0.0484550370894965,-0.03654084739864061
7.84,0.05918531397125548,0.13735892615775924,0.04325777530979735,-0.0026566951616757706
7.86,0.09488423870243423,0.18221914121153304,0.07542264986176406,-0.02133769874589575
7.88,-0.04293606964418473,-0.016092395205276944,-0.08243806252525587,-0.061333445689001564
7.9,0.08784655075086789,0.15886745208831599,0.06953005076002228,-0.00776847398509517
7.92,0.03285213054866176,0.053081836606537536,0.039046646481949665,-0.10573736076531759
7.94,0.083607110989675,0.22293361265866452,0.02286299389615465,-0.023150680044039973
7.96,0.454927641480225,0.6974682731559767,0.4103297679173181,0.00032549569854722904
7.98,-0.03682950894349801,-0.196733777809186,0.04880118093521446,-0.0797783767119995
8.0,0.11150990126870397,0.21573289258665795,0.0822689344902301,-0.05465383035905802
8.02,0.5490912662428116,1.0012960642884536,0.43423746467658475,-0.020593159334680422
8.04,0.5398476452227499,0.7791506116040807,0.514299562702746,0.00020854210572451848
8.06,0.1322151889556551,0.1777127366836737,0.12850814286147738,0.045297987879052926
8.08,0.58294882336358,0.9356654977018763,0.5162783966219138,0.04441458508668461
8.1,0.02786627935768138,-0.027958083971014958,0.03199419120772973,0.012918468611502476
8.12,0.10804249991801385,0.25587755163627435,0.02457534060084754,-0.05408573415820683
8.14,0.09814874214393399,0.2173538511426898,0.07940298417838676,0.017478427114468786
8.16,-0.006030563025063884,-0.00030461222388566966,0.016850996936739193,-0.0663844203791939
8.18,0.07010576085465914,0.12932425172257922,0.09487019461624868,-0.15546391136714988
8.2,0.12642315730019504,0.20091670508557513,0.11258961361696151,-0.007716783713220821
8.22,0.4458275537503198,0.688200855743105,0.4479694929294169,-0.1371797983479155
8.24,-0.07256186411677845,-0.07528417553805866,-0.06382776473193985,-0.06549773191338204
8.26,0.18687888395010077,0.4073451691327534,0.1319489455205769,-0.013437144146536184
8.28,-0.0619656932275916,-0.05792076872668872,-0.055936026439411535,-0.07754546919306904
8.3,0.00935578341790233,-0.01572846493118618,0.049413616438101826,-0.15169361563840766
8.32,0.20086358033773877,0.408849510938353,0.15760201080394154,0.016788761337124924
8.34,0.04940288914272628,0.17181763730334865,0.014693254393279176,-0.07133314744481822
8.36,0.5123612646005142,0.9502951646033466,0.3845646715827229,-0.024081224226250697
8.38,0.6355164408379892,1.0459747179109797,0.523217977063382,0.08964147452823568
8.4,0.1299882196887836,0.21339442344563508,0.10456822324263726,-0.10308220260805001
8.42,0.1438304013599634,0.28469107706490604,0.10367236349293307,-0.10868706873444012
8.44,-0.12134363856219466,-0.2511347178312917,-0.0710161395402622,0.05063549216413321
8.46,-0.3482903644721489,-0.50305070005831,-0.2926408422017346,0.07872579331760221
8.48,-0.7796428503700952,-1.297354779816942,-0.6248381398535798,0.07635927095105899
8.5,-0.24292264207917924,-0.3501147118182928,-0.21604143911028473,0.030994491255142975
8.52,-0.3286951936988487,-0.6177699675956774,-0.21616222813594277,0.10341588801711055
8.54,-0.7431227368830093,-1.286305024209497,-0.6124657407710288,-0.05606814219382272
8.56,-0.349759858519775,-0.6267504768440233,-0.2761936695826819,0.06477862069854723
8.58,-0.6678606316033893,-1.1210646373405382,-0.5288545471959196,0.008423818869289335
8.6,-0.29233798351978635,-0.558105645113244,-0.22502179458268756,0.0712990533908453
8.62,-0.7076283646449895,-1.2577356883912216,-0.570030868992859,0.06653324297622021
8.64,-0.3503408163809638,-0.4933892944195577,-0.338713957000067,0.038358870344438856
8.66,-0.8089080102815842,-1.3328225874037969,-0.6635588151000889,-0.018920016121256822
8.68,-0.39275342829006377,-0.7041203830634686,-0.2942300057263765,0.286199609823683
8.7,-0.335413100890662,-0.6932988556585826,-0.23535043308032755,0.039369656496660355
8.72,-0.7671558341573075,-1.273329128369511,-0.6647303556027282,-0.04087868235245651
8.74,-0.41583458875740575,-0.7974140089123978,-0.32065710011130477,0.23587881165391877
8.76,-0.3971331418065631,-0.7520105298002591,-0.26356928061619556,0.08462629877118388
8.78,-0.38903609672732387,-0.5829967917025272,-0.3561538700543849,0.022804858906084746
8.8,-0.42718354336534503,-0.8692283062359252,-0.28255075211163216,0.20747740206920184
8.82,-0.4315240300313974,-0.7517550189951976,-0.3636264457454672,0.05343232709390122
8.84,-0.21143392447919496,-0.47918143279420633,-0.14420998646460248,0.0704794394254975
8.86,0.020041508154207577,-0.031236501986455778,0.031244638370878874,0.14006380091328197
